Months,Salary2016,Salary2017,Salary2018,Salary2019,Salary2020,Average,Pension
251,1442,1542.94,1650.9458,1766.512006,1890.167846,1658.51313,770.9014736
200,1513,1618.91,1732.2337,1853.490059,1983.234363,1740.173624,644.5087498
323,6802,7278.14,7787.6098,8332.742486,8916.03446,7823.305349,4679.495607
316,4694,5022.58,5374.1606,5750.351842,6152.876471,5398.793783,3159.294139
265,2266,2424.62,2594.3434,2775.947438,2970.263759,2606.234919,1278.985655
371,7838,8386.66,8973.7262,9601.887034,10274.01913,9014.858472,6193.541654
222,2597,2778.79,2973.3053,3181.436671,3404.137238,2986.933842,1227.961691
275,7339,7852.73,8402.4211,8990.590577,9619.931917,8440.934719,4298.624162
417,8106,8673.42,9280.5594,9930.198558,10625.31246,9323.098083,7199.50352
218,4247,4544.29,4862.3903,5202.757621,5566.950654,4884.677715,1971.962485
202,4264,4562.48,4881.8536,5223.583352,5589.234187,4904.230228,1834.545381
299,8124,8692.68,9301.1676,9952.249332,10648.90679,9343.800743,5173.697078
142,4668,4994.76,5344.3932,5718.500724,6118.795775,5368.88994,1411.819206
150,9743,10425.01,11154.7607,11935.59395,12771.08553,11205.89003,3112.747232
170,967,1034.69,1107.1183,1184.616581,1267.539742,1112.192925,350.1348096
319,8590,9191.3,9834.691,10523.11937,11259.73773,9879.769619,5836.382423
160,6829,7307.03,7818.5221,8365.818647,8951.425952,7854.35934,2327.217582
174,7845,8394.15,8981.7405,9610.462335,10283.1947,9022.909507,2907.381952
313,8869,9489.83,10154.1181,10864.90637,11625.44981,10200.66086,5912.605274
430,3522,3768.54,4032.3378,4314.601446,4616.623547,4050.820559,3225.653408
274,2791,2986.37,3195.4159,3419.095013,3658.431664,3210.062515,1628.809499
300,4790,5125.3,5484.071,5867.95597,6278.712888,5509.207972,3060.671095
381,5196,5559.72,5948.9004,6365.323428,6810.896068,5976.167979,4216.518519
220,4145,4435.15,4745.6105,5077.803235,5433.249461,4767.362639,1942.258853
190,8534,9131.38,9770.5766,10454.51696,11186.33315,9815.361342,3453.553065
305,7451,7972.57,8530.6499,9127.795393,9766.741071,8569.751273,4840.322478
288,5823,6230.61,6666.7527,7133.425389,7632.765166,6697.310651,3571.899014
383,7842,8390.94,8978.3058,9606.787206,10279.26231,9019.459063,6397.134854
209,2109,2256.63,2414.5941,2583.615687,2764.468785,2425.661714,938.8209228
373,3436,3676.52,3933.8764,4209.247748,4503.89509,3951.907848,2729.743754
388,9054,9687.78,10365.9246,11091.53932,11867.94707,10413.4382,7482.248188
382,7892,8444.44,9035.5508,9668.039356,10344.80211,9076.966453,6421.113306
178,7789,8334.23,8917.6261,9541.859927,10209.79012,8958.50123,2952.987442
335,5407,5785.49,6190.4743,6623.807501,7087.474026,6218.849165,3857.98976
333,6614,7076.98,7572.3686,8102.434402,8669.60481,7607.077562,4691.031163
341,3557,3805.99,4072.4093,4357.477951,4662.501408,4091.075732,2583.438564
233,6544,7002.08,7492.2256,8016.681392,8577.849089,7526.567216,3247.574373
283,3224,3449.68,3691.1576,3949.538632,4226.006336,3708.076514,1943.306765
253,7978,8536.46,9134.0122,9773.393054,10457.53057,9175.879164,4299.069312
386,5549,5937.43,6353.0501,6797.763607,7273.607059,6382.170153,4562.069776
353,5587,5978.09,6396.5563,6844.315241,7323.417308,6425.87577,4200.61879
166,8462,9054.34,9688.1438,10366.31387,11091.95584,9732.550701,2991.858178
329,4899,5241.93,5608.8651,6001.485657,6421.589653,5634.574082,3432.916431
419,8287,8867.09,9487.7863,10151.93134,10862.56653,9531.274835,7395.563252
198,3011,3221.77,3447.2939,3688.604473,3946.806786,3463.095032,1269.801512
183,2447,2618.29,2801.5703,2997.680221,3207.517836,2814.411671,953.7728442
238,6101,6528.07,6985.0349,7473.987343,7997.166457,7017.05174,3092.700582
281,801,857.07,917.0649,981.259443,1049.947604,921.2683894,479.400773
279,7517,8043.19,8606.2133,9208.648231,9853.253607,8645.661028,4466.924864
132,7965,8522.55,9119.1285,9757.467495,10440.49022,9160.927243,2239.33777
301,3816,4083.12,4368.9384,4674.764088,5001.997574,4388.964012,2446.441051
420,2362,2527.34,2704.2538,2893.551566,3096.100176,2716.649108,2112.949306
282,2021,2162.47,2313.8429,2475.811903,2649.118736,2324.448708,1213.87877
380,4435,4745.45,5077.6315,5433.065705,5813.380304,5100.905502,3589.526094
263,8026,8587.82,9188.9674,9832.195118,10520.44878,9231.086259,4495.8809
151,4223,4518.61,4834.9127,5173.356589,5535.49155,4857.074168,1358.181851
421,5806,6212.42,6647.2894,7112.599658,7610.481634,6677.758138,5206.178104
374,1958,2095.06,2241.7142,2398.634194,2566.538588,2251.989396,1559.711174
165,4324,4626.68,4950.5476,5297.085932,5667.881947,4973.239096,1519.600835
191,6054,6477.78,6931.2246,7416.410322,7935.559045,6962.994793,2462.837047
197,3214,3438.98,3679.7086,3937.288202,4212.898376,3696.575036,1348.565337
161,6798,7273.86,7783.0302,8327.842314,8910.791276,7818.704758,2331.132345
293,3454,3695.78,3954.4846,4231.298522,4527.489419,3972.610508,2155.509035
177,8655,9260.85,9909.1095,10602.74717,11344.93947,9954.529226,3262.873469
277,1025,1096.75,1173.5225,1255.669075,1343.56591,1178.901497,604.732805
378,6521,6977.47,7465.8929,7988.505403,8547.700781,7500.113817,5250.079672
137,9174,9816.18,10503.3126,11238.54448,12025.2426,10551.45594,2676.94345
180,4338,4641.66,4966.5762,5314.236534,5686.233091,4989.341165,1663.113722
135,7410,7928.7,8483.709,9077.56863,9712.998434,8522.595213,2130.648803
355,1858,1988.06,2127.2242,2276.129894,2435.458987,2136.974616,1404.862942
431,4834,5172.38,5534.4466,5921.857862,6336.387912,5559.814475,4437.555627
245,9421,10080.47,10786.1029,11541.1301,12349.00921,10835.54244,4916.125738
414,5171,5532.97,5920.2779,6334.697353,6778.126168,5947.414284,4559.684285
129,4755,5087.85,5443.9995,5825.079465,6232.835028,5468.952799,1306.472057
409,2779,2973.53,3181.6771,3404.394497,3642.702112,3196.260742,2420.871562
140,7554,8082.78,8648.5746,9253.974822,9901.75306,8688.216496,2252.500573
230,2872,3073.04,3288.1528,3518.323496,3764.606141,3303.224487,1406.928948
252,6345,6789.15,7264.3905,7772.897835,8317.000683,7297.687804,3405.587642
317,1545,1653.15,1768.8705,1892.691435,2025.179835,1776.978354,1043.152108
314,6450,6901.5,7384.605,7901.52735,8454.634265,7418.453323,4313.693229
402,8722,9332.54,9985.8178,10684.82505,11432.7628,10031.58913,7467.960796
433,8258,8836.06,9454.5842,10116.40509,10824.55345,9497.920549,7615.925181
237,4037,4319.59,4621.9613,4945.498591,5291.683492,4643.146677,2037.825486
377,3836,4104.52,4391.8364,4699.264948,5028.213494,4411.966968,3080.206569
186,1386,1483.02,1586.8314,1697.909598,1816.76327,1594.104854,549.0805607
399,5793,6198.51,6632.4057,7096.674099,7593.441286,6662.806217,4923.073483
343,6315,6757.05,7230.0435,7736.146545,8277.676803,7263.18337,4613.466474
432,3280,3509.6,3755.272,4018.14104,4299.410913,3772.484791,3017.987832
423,8824,9441.68,10102.5976,10809.77943,11566.46399,10148.9042,7949.97496
253,6548,7006.36,7496.8052,8021.581564,8583.092273,7531.167807,3528.491584
256,1251,1338.57,1432.2699,1532.528793,1639.805809,1438.8349,682.1143231
253,5953,6369.71,6815.5897,7292.680979,7803.168648,6846.829865,3207.866585
417,4935,5280.45,5650.0815,6045.587205,6468.778309,5675.979403,4383.117428
400,2604,2786.28,2981.3196,3190.011972,3413.31281,2994.984876,2218.507316
325,1725,1845.75,1974.9525,2113.199175,2261.123117,1984.004958,1194.077058
330,6710,7179.7,7682.279,8220.03853,8795.441227,7717.491751,4716.244959
269,1477,1580.39,1691.0173,1809.388511,1936.045707,1698.768304,846.2382845
249,9222,9867.54,10558.2678,11297.34655,12088.1608,10606.66303,4890.850175
152,8538,9135.66,9775.1562,10459.41713,11191.57633,9819.961933,2764.137433
409,1419,1518.33,1624.6131,1738.336017,1860.019538,1632.059731,1236.13413
417,9313,9964.91,10662.4537,11408.82546,12207.44324,10711.32648,8271.524337
349,9348,10002.36,10702.5252,11451.70196,12253.3211,10751.58165,6948.707402
245,7168,7669.76,8206.6432,8781.108224,9395.7858,8244.259445,3740.451044
200,8257,8834.99,9453.4393,10115.18005,10823.24265,9496.770401,3517.322371
309,2781,2975.67,3183.9669,3406.844583,3645.323704,3198.561037,1830.287705
275,6237,6673.59,7140.7413,7640.593191,8175.434714,7173.471841,3653.156956
312,7151,7651.57,8187.1799,8760.282493,9373.502268,8224.706932,4752.052894
251,3026,3237.82,3464.4674,3706.980118,3966.468726,3480.347249,1617.716962
242,5730,6131.1,6560.277,7019.49639,7510.861137,6590.346905,2953.451761
273,3569,3818.83,4086.1481,4372.178467,4678.23096,4104.877505,2075.243628
322,3805,4071.35,4356.3445,4661.288615,4987.578818,4376.312387,2609.578868
400,2430,2600.1,2782.107,2976.85449,3185.234304,2794.859159,2070.266044
267,8550,9148.5,9788.895,10474.11765,11207.30589,9833.763707,4862.249833
194,4989,5338.23,5711.9061,6111.739527,6539.561294,5738.087384,2061.461023
357,2454,2625.78,2809.5846,3006.255522,3216.693409,2822.462706,1865.961456
378,8002,8562.14,9161.4898,9802.794086,10488.98967,9203.482712,6442.437898
186,1258,1346.06,1440.2842,1541.104094,1648.981381,1446.885935,498.371822
439,810,866.7,927.369,992.28483,1061.744768,931.6197196,757.3723276
215,9585,10255.95,10973.8665,11742.03716,12563.97976,11024.16668,4389.251549
255,3563,3812.41,4079.2787,4364.828209,4670.366184,4097.976619,1935.155625
352,9640,10314.8,11036.836,11809.41452,12636.07354,11087.42481,7227.358396
254,5566,5955.62,6372.5134,6818.589338,7295.890592,6401.722666,3011.180661
379,8781,9395.67,10053.3669,10757.10258,11510.09976,10099.44785,7088.316176
176,9166,9807.62,10494.1534,11228.74414,12014.75623,10542.25475,3435.994142
403,7388,7905.16,8458.5212,9050.617684,9684.160922,8497.291961,6341.497519
309,6877,7358.39,7873.4773,8424.620711,9014.344161,7909.566434,4526.029682
266,1487,1591.09,1702.4663,1821.638941,1949.153667,1710.269782,842.4662257
399,6702,7171.14,7673.1198,8210.238186,8784.954859,7708.290569,5695.570254
345,3926,4200.82,4494.8774,4809.518818,5146.185135,4515.480271,2884.890173
208,9312,9963.84,10661.3088,11407.60042,12206.13245,10710.17633,4125.401254
418,2716,2906.12,3109.5484,3327.216788,3560.121963,3123.80143,2418.0537
333,5348,5722.36,6122.9252,6551.529964,7010.137061,6150.990445,3793.110774
222,5635,6029.45,6451.5115,6903.117305,7386.335516,6481.082864,2664.445178
311,5023,5374.61,5750.8327,6153.390989,6584.128358,5777.192409,3327.234888
424,3125,3343.75,3577.8125,3828.259375,4096.237531,3594.211881,2822.121922
339,7162,7663.34,8199.7738,8773.757966,9387.921024,8237.358558,5171.23065
232,3864,4134.48,4423.8936,4733.566152,5064.915783,4444.171107,1909.347587
184,7313,7824.91,8372.6537,8958.739459,9585.851221,8411.030876,2865.980891
188,1092,1168.44,1250.2308,1337.746956,1431.389243,1255.9614,437.2606355
152,8588,9189.16,9832.4012,10520.66928,11257.11613,9877.469324,2780.324698
212,4306,4607.42,4929.9394,5275.035158,5644.287619,4952.536435,1944.329119
189,7771,8314.97,8897.0179,9519.809153,10186.19579,8937.798569,3128.229499
271,7233,7739.31,8281.0617,8860.736019,9480.98754,8319.019052,4174.915117
215,4316,4618.12,4941.3884,5287.285588,5657.395579,4964.037913,1976.422503
267,6985,7473.95,7997.1265,8556.925355,9155.91013,8033.782397,3972.259074
254,1739,1860.73,1990.9811,2130.349777,2279.474261,2000.107028,940.7910834
320,9020,9651.4,10326.998,11049.88786,11823.38001,10374.33317,6147.752992
268,2001,2141.07,2290.9449,2451.311043,2622.902816,2301.445752,1142.199003
149,8422,9011.54,9642.3478,10317.31215,11039.524,9686.544788,2672.76884
256,9147,9787.29,10472.4003,11205.46832,11989.8511,10520.40194,4987.449811
269,1050,1123.5,1202.145,1286.29515,1376.335811,1207.655192,601.5911975
412,2532,2709.24,2898.8868,3101.808876,3318.935497,2912.174235,2221.881083
356,8044,8607.08,9209.5756,9854.245892,10544.0431,9251.788919,6099.32751
175,2470,2642.9,2827.903,3025.85621,3237.666145,2840.865071,920.6507174
334,3484,3727.88,3988.8316,4268.049812,4566.813299,4007.114942,2478.474798
229,7788,8333.16,8916.4812,9540.634884,10208.47933,8957.351082,3798.580366
401,3268,3496.76,3741.5332,4003.440524,4283.681361,3758.683017,2791.170166
351,3301,3532.07,3779.3149,4043.866943,4326.937629,3796.637894,2467.814631
345,4534,4851.38,5190.9766,5554.344962,5943.149109,5214.770134,3331.658697
147,2608,2790.56,2985.8992,3194.912144,3418.555994,2999.585468,816.5538217
239,1829,1957.03,2094.0221,2240.603647,2397.445902,2103.62033,931.0467756
148,4506,4821.42,5158.9194,5520.043758,5906.446821,5182.565996,1420.406977
366,6427,6876.89,7358.2723,7873.351361,8424.485956,7391.999923,5010.133281
236,8437,9027.59,9659.5213,10335.68779,11059.18594,9703.797005,4240.918691
264,5289,5659.23,6055.3761,6479.252427,6932.800097,6083.131725,2973.97551
207,7306,7817.42,8364.6394,8950.164158,9576.675649,8402.979841,3221.142273
327,3950,4226.5,4522.355,4838.91985,5177.64424,4543.083818,2751.089645
259,3188,3411.16,3649.9412,3905.437084,4178.81768,3666.671193,1758.644146
357,8636,9240.52,9887.3564,10579.47135,11320.03434,9932.676418,6566.602743
156,987,1056.09,1130.0163,1209.117441,1293.755662,1135.195881,327.9454766
244,3514,3759.98,4023.1786,4304.801102,4606.137179,4041.619376,1826.2132
195,7625,8158.75,8729.8625,9340.952875,9994.819576,8769.87699,3166.900024
318,8102,8669.14,9275.9798,9925.298386,10620.06927,9318.497492,5487.559634
413,1575,1685.25,1803.2175,1929.442725,2064.503716,1811.482788,1385.448873
134,2317,2479.19,2652.7333,2838.424631,3037.114355,2664.892457,661.2881283
292,1334,1427.38,1527.2966,1634.207362,1748.601877,1534.297168,829.6569871
303,5251,5618.57,6011.8699,6432.700793,6882.989849,6039.426108,3388.789094
171,5897,6309.79,6751.4753,7224.078571,7729.764071,6782.421588,2147.766836
155,9868,10558.76,11297.8732,12088.72432,12934.93503,11349.65851,3257.77235
338,2041,2183.87,2336.7409,2500.312763,2675.334656,2347.451664,1469.330856
126,9272,9921.04,10615.5128,11358.5987,12153.7006,10664.17042,2488.306431
336,6640,7104.8,7602.136,8134.28552,8703.685506,7636.981405,4751.899541
404,1794,1919.58,2053.9506,2197.727142,2351.568042,2063.365157,1543.702821
289,7270,7778.9,8323.423,8906.06261,9529.486993,8361.574521,4474.990808
391,3374,3610.18,3862.8926,4133.295082,4422.625738,3880.598684,2809.840899
196,5774,6178.18,6610.6526,7073.398282,7568.536162,6640.953409,2410.420126
157,1883,2014.81,2155.8467,2306.755969,2468.228887,2165.728311,629.6654534
206,5978,6396.46,6844.2122,7323.307054,7835.938548,6875.58356,2622.907803
203,5540,5927.8,6342.746,6786.73822,7261.809895,6371.818823,2395.331891
367,2788,2983.16,3191.9812,3415.419884,3654.499276,3206.612072,2179.308575
342,8498,9092.86,9729.3602,10410.41541,11139.14449,9773.956021,6190.172147
337,3401,3639.07,3893.8049,4166.371243,4458.01723,3911.652675,2441.161021
369,6948,7434.36,7954.7652,8511.598764,9107.410677,7991.226928,5460.671734
243,1901,2034.07,2176.4549,2328.806743,2491.823215,2186.430972,983.8939372
120,863,923.41,988.0487,1057.212109,1131.216957,992.5775531,220.5727896
179,9179,9821.53,10509.0371,11244.6697,12031.79658,10557.20667,3499.518509
364,2070,2214.9,2369.943,2535.83901,2713.347741,2380.80595,1604.839566
352,8674,9281.18,9930.8626,10626.02298,11369.84459,9976.382035,6503.123104
368,9934,10629.38,11373.4366,12169.57716,13021.44756,11425.56827,7786.313188
228,4244,4541.08,4858.9556,5199.082492,5563.018266,4881.227272,2060.962626
287,3199,3422.93,3662.5351,3918.912557,4193.236436,3679.322819,1955.491942
434,3075,3290.25,3520.5675,3767.007225,4030.697731,3536.704491,2842.462498
185,1181,1263.67,1352.1269,1446.775783,1548.050088,1358.324554,465.3519306
208,7455,7976.85,8535.2295,9132.695565,9771.984255,8574.351864,3302.713311
187,6495,6949.65,7436.1255,7956.654285,8513.620085,7470.209974,2586.906047
266,4638,4962.66,5310.0462,5681.749434,6079.471894,5334.385506,2627.678786
168,3553,3801.71,4067.8297,4352.577779,4657.258224,4086.475141,1271.347821
242,1542,1649.94,1765.4358,1889.016306,2021.247447,1773.527911,794.8032489
429,6929,7414.03,7933.0121,8488.322947,9082.505553,7969.37412,6331.224995
359,8878,9499.46,10164.4222,10875.93175,11637.24698,10211.01219,6788.432176
270,8777,9391.39,10048.7873,10752.20241,11504.85658,10094.84726,5047.423629
310,6600,7062,7556.34,8085.2838,8651.253666,7590.975493,4357.782228
347,4530,4847.1,5186.397,5549.44479,5937.905925,5210.169543,3348.016355
321,4209,4503.63,4818.8841,5156.205987,5517.140406,4840.972099,2877.68897
324,1677,1794.39,1919.9973,2054.397111,2198.204909,1928.797864,1157.278718
246,7928,8482.96,9076.7672,9712.140904,10391.99077,9118.371774,4153.924919
403,5028,5379.96,5756.5572,6159.516204,6590.682338,5782.943148,4315.789053
122,4689,5017.23,5368.4361,5744.226627,6146.322491,5393.043044,1218.428243
221,3065,3279.55,3509.1185,3754.756795,4017.589771,3525.203013,1442.721974
372,6961,7448.27,7969.6489,8527.524323,9124.451026,8006.17885,5515.367652
193,6061,6485.27,6939.2389,7424.985623,7944.734617,6971.045828,2491.503416
205,6731,7202.17,7706.3219,8245.764433,8822.967943,7741.644855,2938.957769
231,5808,6214.56,6649.5792,7115.049744,7613.103226,6680.058434,2857.580552
199,7044,7537.08,8064.6756,8629.202892,9233.247094,8101.641117,2985.604782
154,7130,7629.1,8163.137,8734.55659,9345.975551,8200.553828,2338.676462
285,1776,1900.32,2033.3424,2175.676368,2327.973714,2042.662496,1078.071873
211,5044,5397.08,5774.8756,6179.116892,6611.655074,5801.345513,2266.822043
330,6051,6474.57,6927.7899,7412.735193,7931.626657,6959.54435,4253.05488
227,2149,2299.43,2460.3901,2632.617407,2816.900625,2471.667626,1039.015836
395,6040,6462.8,6915.196,7399.25972,7917.2079,6946.892724,5081.523382
284,5703,6102.21,6529.3647,6986.420229,7475.469645,6559.292915,3449.7022
363,1871,2001.97,2142.1079,2292.055453,2452.499335,2151.926538,1446.572839
247,5795,6200.65,6634.6955,7099.124185,7596.062878,6665.106513,3048.66909
262,4598,4919.86,5264.2502,5632.747714,6027.040054,5288.379594,2565.843432
400,9028,9659.96,10336.1572,11059.6882,11833.86638,10383.53436,7691.506931
133,1830,1958.1,2095.167,2241.82869,2398.756698,2104.770478,518.3971732
304,2139,2288.73,2448.9411,2620.366977,2803.792665,2460.166148,1384.982424
130,1215,1300.05,1391.0535,1488.427245,1592.617152,1397.429579,336.4182321
385,8377,8963.39,9590.8273,10262.18521,10980.53818,9634.788137,6869.247098
167,1837,1965.59,2103.1813,2250.403991,2407.93227,2112.821512,653.4096158
340,1897,2029.79,2171.8753,2323.906571,2486.580031,2181.83038,1373.745054
393,2637,2821.59,3019.1013,3230.438391,3456.569078,3032.939754,2207.306154
397,884,945.88,1012.0916,1082.938012,1158.743673,1016.730657,747.4853163
213,9071,9705.97,10385.3879,11112.36505,11890.23061,10432.99071,4115.235225
394,7760,8303.2,8884.424,9506.33368,10171.77704,8925.146944,6512.051659
224,2253,2410.71,2579.4597,2760.021879,2953.223411,2591.282998,1074.902577
296,8517,9113.19,9751.1133,10433.69123,11164.04962,9795.80883,5369.55447
194,7122,7620.54,8153.9778,8724.756246,9335.489183,8191.352646,2942.819284
408,7140,7639.8,8174.586,8746.80702,9359.083511,8212.055306,6204.664009
354,10000,10700,11449,12250.43,13107.9601,11501.47802,7539.857813
250,1724,1844.68,1973.8076,2111.974132,2259.812321,1982.854811,917.9883383
405,4182,4474.74,4787.9718,5123.129826,5481.748914,4809.918108,3607.438581
315,5710,6109.7,6537.379,6994.99553,7484.645217,6567.343949,3830.950637
169,3303,3534.21,3781.6047,4046.317029,4329.559221,3798.93819,1188.926952
127,3669,3925.83,4200.6381,4494.682767,4809.310561,4219.892286,992.4561486
219,9169,9810.83,10497.5881,11232.41927,12018.68862,10545.7052,4276.86933
235,1461,1563.27,1672.6989,1789.787823,1915.072971,1680.365939,731.2703622
362,7183,7685.81,8223.8167,8799.483869,9415.44774,8261.511662,5538.272633
302,9997,10696.79,11445.5653,12246.75487,13104.02771,11498.02758,6430.378385
144,9897,10589.79,11331.0753,12124.25057,12972.94811,11383.0128,3035.470079
307,2400,2568,2747.76,2940.1032,3145.910424,2760.354725,1569.312779
225,9092,9728.44,10409.4308,11138.09096,11917.75732,10457.14382,4357.143257
128,8086,8652.02,9257.6614,9905.697698,10599.09654,9300.095127,2204.466993
331,7481,8004.67,8564.9969,9164.546683,9806.064951,8604.255707,5274.090072
249,8432,9022.24,9653.7968,10329.56258,11052.63196,9698.046266,4471.87689
365,9490,10154.3,10865.101,11625.65807,12439.45413,10914.90264,7377.665674
297,3071,3285.97,3515.9879,3762.107053,4025.454547,3532.1039,1942.657145
379,1576,1686.32,1804.3624,1930.667768,2065.814512,1812.632936,1272.199783
176,5852,6261.64,6699.9548,7168.951636,7670.778251,6730.664937,2193.698202
182,5738,6139.66,6569.4362,7029.296734,7521.347505,6599.548088,2224.292133
162,2442,2612.94,2795.8458,2991.555006,3200.963856,2808.660932,842.5982797
153,8448,9039.36,9672.1152,10349.16326,11073.60469,9716.448631,2752.993779
226,6664,7130.48,7629.6136,8163.686552,8735.144611,7664.584953,3207.770739
290,3706,3965.42,4242.9994,4540.009358,4857.810013,4262.447754,2289.092312
286,9593,10264.51,10983.0257,11751.8375,12574.46612,11033.36786,5843.598536
217,9500,10165,10876.55,11637.9085,12452.5621,10926.40412,4390.795729
223,8937,9562.59,10231.9713,10948.20929,11714.58394,10278.87091,4244.792985
298,4141,4430.87,4741.0309,5072.903063,5428.006277,4762.762048,2628.339056
425,8796,9411.72,10070.5404,10775.47823,11529.7617,10116.70007,7962.217645
312,1940,2075.8,2221.106,2376.58342,2542.944259,2231.286736,1289.187892
214,4691,5019.37,5370.7259,5746.676713,6148.944083,5395.343339,2138.154583
278,6821,7298.47,7809.3629,8356.018303,8940.939584,7845.158157,4038.803644
139,2281,2440.67,2611.5169,2794.323083,2989.925699,2623.487136,675.3050221
216,2110,2257.7,2415.739,2584.84073,2765.779581,2426.811862,970.7247449
131,4738,5069.66,5424.5362,5804.253734,6210.551495,5449.400286,1321.984143
410,5651,6046.57,6469.8299,6922.717993,7407.308253,6499.485229,4934.794341
426,5416,5795.12,6200.7784,6634.832888,7099.27119,6229.200496,4914.147058
121,8126,8694.82,9303.4574,9954.699418,10651.52838,9346.101039,2094.218937
159,1061,1135.27,1214.7389,1299.770623,1390.754567,1220.306818,359.3125631
407,7734,8275.38,8854.6566,9474.482562,10137.69634,8895.243101,6704.37767
332,4030,4312.1,4613.947,4936.92329,5282.50792,4635.095642,2849.725469
125,1577,1687.39,1805.5073,1931.892811,2067.125308,1813.783084,419.8571953
406,6582,7042.74,7535.7318,8063.233026,8627.659338,7570.272833,5691.723648
204,7072,7567.04,8096.7328,8663.504096,9269.949383,8133.845256,3072.785986
328,5563,5952.41,6369.0787,6814.914209,7291.958204,6398.272223,3886.357943
257,2901,3104.07,3321.3549,3553.849743,3802.619225,3336.578774,1587.964342
172,6590,7051.3,7544.891,8073.03337,8638.145706,7579.474015,2414.202834
322,4503,4818.21,5155.4847,5516.368629,5902.514433,5179.115552,3088.287422
416,7893,8445.51,9036.6957,9669.264399,10346.11291,9078.116601,6993.512048
398,5321,5693.47,6092.0129,6518.453803,6974.745569,6119.936454,4510.619831
260,1403,1501.21,1606.2947,1718.735329,1839.046802,1613.657366,776.9461393
141,6926,7410.82,7929.5774,8484.647818,9078.573165,7965.923677,2079.991182
428,9201,9845.07,10534.2249,11271.62064,12060.63409,10582.50993,8387.618979
358,8760,9373.2,10029.324,10731.37668,11482.57305,10075.29475,6679.547257
276,6667,7133.69,7633.0483,8167.361681,8739.076999,7668.035396,3919.218091
306,7195,7698.65,8237.5555,8814.184385,9431.177292,8275.313435,4689.34428
234,9287,9937.09,10632.6863,11376.97434,12173.36254,10681.42264,4628.616476
272,6531,6988.17,7477.3419,8000.755833,8560.808741,7511.615295,3783.628445
291,7098,7594.86,8126.5002,8695.355214,9304.030079,8163.749099,4399.353681
361,8204,8778.28,9392.7596,10050.25277,10753.77047,9435.812568,6308.015439
164,5381,5757.67,6160.7069,6591.956383,7053.39333,6188.945323,1879.605616
255,6773,7247.11,7754.4077,8297.216239,8878.021376,7789.951063,3678.588002
349,9191,9834.37,10522.7759,11259.37021,12047.52613,10571.00845,6832.003608
411,6939,7424.73,7944.4611,8500.573377,9095.613513,7980.875598,6074.333094
146,3226,3451.82,3693.4474,3951.988718,4228.627928,3710.376809,1003.175952
387,7456,7977.92,8536.3744,9133.920608,9773.295051,8575.502012,6145.776442
248,1537,1644.59,1759.7113,1882.891091,2014.693467,1767.777172,811.8680344
325,6310,6751.7,7224.319,7730.02133,8271.122823,7257.432631,4367.899268
138,7707,8246.49,8823.7443,9441.406401,10102.30485,8864.18911,2265.292773
173,8656,9261.92,9910.2544,10603.97221,11346.25026,9955.679374,3189.504688
181,7949,8505.43,9100.8101,9737.866807,10419.51748,9142.524878,3064.438894
136,6398,6845.86,7325.0702,7837.825114,8386.472872,7358.645637,1853.288531
432,7025,7516.75,8042.9225,8605.927075,9208.34197,8079.788309,6463.830647
376,7045,7538.15,8065.8205,8630.427935,9234.55789,8102.791265,5641.943548
145,7924,8478.68,9072.1876,9707.240732,10386.74758,9113.771183,2447.216336
258,8531,9128.17,9767.1419,10450.84183,11182.40076,9811.910899,4687.912985
389,2359,2524.13,2700.8191,2889.876437,3092.167788,2713.198665,1954.507927
280,6992,7481.44,8005.1408,8565.500656,9165.085702,8041.833432,4169.839557
370,1736,1857.52,1987.5464,2126.674648,2275.541873,1996.656584,1368.079511
241,2992,3201.44,3425.5408,3665.328656,3921.901662,3441.242224,1535.813659
423,8426,9015.82,9646.9274,10322.21232,11044.76718,9691.14538,7591.397214
192,2231,2387.17,2554.2719,2733.070933,2924.385898,2565.979746,912.3483542
418,4339,4642.73,4967.7211,5315.461577,5687.543887,4990.491313,3863.009942
295,3952,4228.64,4524.6448,4841.369936,5180.265832,4545.384114,2483.126506
384,998,1067.86,1142.6102,1222.592914,1308.174418,1147.847506,816.2471157
396,2337,2500.59,2675.6313,2862.925491,3063.330275,2687.895413,1971.123303
273,8628,9231.96,9878.1972,10569.671,11309.54797,9923.475236,5016.868036
326,3050,3263.5,3491.945,3736.38115,3997.927831,3507.950796,2117.762888
350,1826,1953.82,2090.5874,2236.928518,2393.513514,2100.169886,1361.221223
360,3819,4086.33,4372.3731,4678.439217,5005.929962,4392.414456,2928.276304
294,8643,9248.01,9895.3707,10588.04665,11329.20991,9940.727453,5412.173835
158,1531,1638.17,1752.8419,1875.540833,2006.828691,1760.876285,515.2193574
123,9644,10319.08,11041.4156,11814.31469,12641.31672,11092.0254,2526.516897
375,8682,9289.74,9940.0218,10635.82333,11380.33096,9985.583217,6934.43279
348,5602,5994.14,6413.7298,6862.690886,7343.079248,6443.127987,4152.238036
309,2790,2985.3,3194.271,3417.86997,3657.120868,3208.912368,1836.210966
210,8359,8944.13,9570.2191,10240.13444,10956.94385,9614.085477,3738.811019
201,6146,6576.22,7036.5554,7529.114278,8056.152277,7068.808391,2631.167568
240,6505,6960.35,7447.5745,7968.904715,8526.728045,7481.711452,3325.20509
308,4128,4416.96,4726.1472,5056.977504,5410.965929,4747.810127,2708.01022
