Salary2016,Salary2017,Salary2018,Salary2019,Salary2020,Average,Pension
8074,8639.18,9243.9226,9890.997182,10583.36698,9286.293353,6036.09068
1314,1405.98,1504.3986,1609.706502,1722.385957,1511.294212,982.3412377
2212,2366.84,2532.5188,2709.795116,2899.480774,2544.126938,1653.68251
3367,3602.69,3854.8783,4124.719781,4413.450166,3872.547649,2517.155972
5443,5824.01,6231.6907,6667.909049,7134.662682,6260.254486,4069.165416
9558,10227.06,10942.9542,11708.96099,12528.58826,10993.11269,7145.523249
4367,4672.69,4999.7783,5349.762781,5724.246176,5022.695451,3264.752043
7996,8555.72,9154.6204,9795.443828,10481.1249,9196.581825,5977.778186
6139,6568.73,7028.5411,7520.538977,8046.976705,7060.757356,4589.492282
7950,8506.5,9101.955,9739.09185,10420.82828,9143.675026,5943.388767
2671,2857.97,3058.0279,3272.089853,3501.136143,3072.044779,1996.829106
5084,5439.88,5820.6716,6228.118612,6664.086915,5847.351425,3800.778426
3881,4152.67,4443.3569,4754.391883,5087.199315,4463.72362,2901.420353
1445,1546.15,1654.3805,1770.187135,1894.100234,1661.963574,1080.276323
7770,8313.9,8895.873,9518.58411,10184.885,8936.648422,5808.821474
2371,2536.97,2714.5579,2904.576953,3107.89734,2727.000439,1772.550285
4920,5264.4,5632.908,6027.21156,6449.116369,5658.727186,3678.172671
5144,5504.08,5889.3656,6301.621192,6742.734675,5916.360293,3845.634191
2647,2832.29,3030.5503,3242.688821,3469.677038,3044.441232,1978.886801
7210,7714.7,8254.729,8832.56003,9450.839232,8292.565652,5390.167674
2722,2912.54,3116.4178,3334.567046,3567.986739,3130.702317,2034.956506
3302,3533.14,3780.4598,4045.091986,4328.248425,3797.788042,2468.562227
3519,3765.33,4028.9031,4310.926317,4612.691159,4047.370115,2630.790575
3972,4250.04,4547.5428,4865.870796,5206.481752,4568.38707,2969.451595
9143,9783.01,10467.8207,11200.56815,11984.60792,10515.80135,6835.27088
2115,2263.05,2421.4635,2590.965945,2772.333561,2432.562601,1581.165691
6343,6787.01,7262.1007,7770.447749,8314.379091,7295.387508,4742.00188
3524,3770.68,4034.6276,4317.051532,4619.245139,4053.120854,2634.528555
5324,5696.68,6095.4476,6522.128932,6978.677957,6123.386898,3980.201484
5719,6119.33,6547.6831,7006.020917,7496.442381,6577.69528,4275.501932
9205,9849.35,10538.8045,11276.52082,12065.87727,10587.11052,6881.621836
6467,6919.69,7404.0683,7922.353081,8476.917797,7438.005836,4834.703793
1347,1441.29,1542.1803,1650.132921,1765.642225,1549.249089,1007.011908
3896,4168.72,4460.5304,4772.767528,5106.861255,4480.975837,2912.634294
4421,4730.47,5061.6029,5415.915103,5795.02916,5084.803433,3305.122231
2625,2808.75,3005.3625,3215.737875,3440.839526,3019.13798,1962.439687
5444,5825.08,6232.8356,6669.134092,7135.973478,6261.404634,4069.913012
5386,5763.02,6166.4314,6598.081598,7059.94731,6194.696062,4026.55244
8879,9500.53,10165.5671,10877.1568,11638.55777,10212.16233,6637.905517
5863,6273.41,6712.5487,7182.427109,7685.197007,6743.316563,4383.155766
2216,2371.12,2537.0984,2714.695288,2904.723958,2548.727529,1656.672894
2989,3198.23,3422.1061,3661.653527,3917.969274,3437.79178,2234.564657
8561,9160.27,9801.4889,10487.59312,11221.72464,9846.415333,6400.169966
7853,8402.71,8990.8997,9620.262679,10293.68107,9032.110689,5870.871948
7198,7701.86,8240.9902,8817.859514,9435.10968,8278.763879,5381.196521
3854,4123.78,4412.4446,4721.315722,5051.807823,4432.669629,2881.235259
2011,2151.77,2302.3939,2463.561473,2636.010776,2312.94723,1503.415699
8706,9315.42,9967.4994,10665.22436,11411.79006,10013.18676,6508.571397
4655,4980.85,5329.5095,5702.575165,6101.755427,5353.938018,3480.059712
7524,8050.68,8614.2276,9217.223532,9862.429179,8653.712062,5624.91284
7953,8509.71,9105.3897,9742.766979,10424.76067,9147.125469,5945.631555
3708,3967.56,4245.2892,4542.459444,4860.431605,4264.74805,2772.086232
4546,4864.22,5204.7154,5569.045478,5958.878661,5228.571908,3398.57174
8850,9469.5,10132.365,10841.63055,11600.54469,10178.80805,6616.225231
2406,2574.42,2754.6294,2947.453458,3153.7752,2767.255612,1798.716148
9487,10151.09,10861.6663,11621.98294,12435.52175,10911.4522,7092.443928
946,1012.22,1083.0754,1158.890678,1240.013025,1088.039821,707.2258834
1920,2054.4,2198.208,2352.08256,2516.728339,2208.28378,1435.384457
3869,4139.83,4429.6181,4739.691367,5071.469763,4449.921846,2892.4492
7367,7882.69,8434.4783,9024.891781,9656.634206,8473.138857,5507.540257
7516,8042.12,8605.0684,9207.423188,9851.942811,8644.51088,5618.932072
6605,7067.35,7562.0645,8091.409015,8657.807646,7596.726232,4937.872051
8577,9177.39,9819.8073,10507.19381,11242.69738,9864.817698,6412.131504
5820,6227.4,6663.318,7129.75026,7628.832778,6693.860208,4351.009135
6078,6503.46,6958.7022,7445.811354,7967.018149,6990.598341,4543.888921
1434,1534.38,1641.7866,1756.711662,1879.681478,1649.311948,1072.052766
1697,1815.79,1942.8953,2078.897971,2224.420829,1951.80082,1268.670533
3589,3840.23,4109.0461,4396.679327,4704.44688,4127.880461,2683.1223
6266,6704.62,7173.9434,7676.119438,8213.447799,7206.826127,4684.436983
4200,4494,4808.58,5145.1806,5505.343242,4830.620768,3139.903499
2611,2793.77,2989.3339,3198.587273,3422.488382,3003.035911,1951.973342
8397,8984.79,9613.7253,10286.68607,11006.7541,9657.791093,6277.564211
9349,10003.43,10703.6701,11452.92701,12254.6319,10752.7318,6989.275671
9762,10445.34,11176.5138,11958.86977,12795.99065,11227.74284,7298.032848
3529,3776.03,4040.3521,4323.176747,4625.799119,4058.871593,2638.266536
7825,8372.75,8958.8425,9585.961475,10256.97878,8999.906551,5849.939258
1191,1274.37,1363.5759,1459.026213,1561.158048,1369.826032,890.3869209
4057,4340.99,4644.8593,4969.999451,5317.899413,4666.149633,3032.997261
1219,1304.33,1395.6331,1493.327417,1597.860336,1402.030171,911.3196109
5885,6296.95,6737.7365,7209.378055,7714.034519,6768.619815,4399.60288
8180,8752.6,9365.282,10020.85174,10722.31136,9408.20902,6115.335863
1695,1813.65,1940.6055,2076.447885,2221.799237,1949.500524,1267.175341
4096,4382.72,4689.5104,5017.776128,5369.020457,4711.005397,3062.153508
4417,4726.19,5057.0233,5411.014931,5789.785976,5080.202841,3302.131847
4539,4856.73,5196.7011,5560.470177,5949.703089,5220.520873,3393.338568
7319,7831.33,8379.5231,8966.089717,9593.715997,8417.931763,5471.655646
7930,8485.1,9079.057,9714.59099,10394.61236,9120.67207,5928.436845
1081,1156.67,1237.6369,1324.271483,1416.970487,1243.309774,808.1513531
3742,4003.94,4284.2158,4584.110906,4904.998669,4303.853075,2797.504499
7360,7875.2,8426.464,9016.31648,9647.458634,8465.087823,5502.307085
6390,6837.3,7315.911,7828.02477,8375.986504,7349.444455,4777.138896
4024,4305.68,4607.0776,4929.573032,5274.643144,4628.194755,3008.326591
2939,3144.73,3364.8611,3600.401377,3852.429473,3380.28439,2197.184854
8931,9556.17,10225.1019,10940.85903,11706.71917,10271.97002,6676.780513
8505,9100.35,9737.3745,10418.99072,11148.32007,9782.007056,6358.304586
4475,4788.25,5123.4275,5482.067425,5865.812145,5146.911414,3345.492419
1807,1933.49,2068.8343,2213.652701,2368.60839,2078.317078,1350.906101
6366,6811.62,7288.4334,7798.623738,8344.5274,7321.840908,4759.19659
4766,5099.62,5456.5934,5838.554938,6247.253784,5481.604424,3563.042876
1811,1937.77,2073.4139,2218.552873,2373.851574,2082.917669,1353.896485
5659,6055.13,6478.9891,6932.518337,7417.794621,6508.686412,4230.646167
7596,8127.72,8696.6604,9305.426628,9956.806492,8736.522704,5678.739758
3820,4087.4,4373.518,4679.66426,5007.240758,4393.564604,2855.816992
6719,7189.33,7692.5831,8231.063917,8807.238391,7727.843082,5023.098003
9717,10397.19,11124.9933,11903.74283,12737.00483,11175.98619,7264.391025
9565,10234.55,10950.9685,11717.5363,12537.76384,11001.16373,7150.756422
5686,6084.02,6509.9014,6965.594498,7453.186113,6539.740402,4250.831261
2256,2413.92,2582.8944,2763.697008,2957.155799,2594.733441,1686.576737
9239,9885.73,10577.7311,11318.17228,12110.44434,10626.21554,6907.040103
3509,3754.63,4017.4541,4298.675887,4599.583199,4035.868637,2623.314614
8273,8852.11,9471.7577,10134.78074,10844.21539,9515.172766,6184.862298
2683,2870.81,3071.7667,3286.790369,3516.865695,3085.846553,2005.800259
9014,9644.98,10320.1286,11042.5376,11815.51523,10367.43229,6738.830987
5217,5582.19,5972.9433,6391.049331,6838.422784,6000.321083,3900.208704
823,880.61,942.2527,1008.210389,1078.785116,946.571641,615.2715667
4391,4698.37,5027.2559,5379.163813,5755.70528,5050.298999,3282.694349
4586,4907.02,5250.5114,5618.047198,6011.310502,5274.57782,3428.475583
7099,7595.93,8127.6451,8696.580257,9305.340875,8164.899246,5307.18451
4090,4376.3,4682.641,5010.42587,5361.155681,4704.10451,3057.667932
3847,4116.29,4404.4303,4712.740421,5042.63225,4424.618594,2876.002086
2636,2820.52,3017.9564,3229.213348,3455.258282,3031.789606,1970.663244
6037,6459.59,6911.7613,7395.584591,7913.275512,6943.442281,4513.237482
2303,2464.21,2636.7047,2821.274029,3018.763211,2648.790388,1721.713752
3381,3617.67,3870.9069,4141.870383,4431.80131,3888.649719,2527.622317
2380,2546.6,2724.862,2915.60234,3119.694504,2737.351769,1779.27865
2581,2761.67,2954.9869,3161.835983,3383.164502,2968.531477,1929.54546
9898,10590.86,11332.2202,12125.47561,12974.25891,11384.16294,7399.705914
2195,2348.65,2513.0555,2688.969385,2877.197242,2524.574425,1640.973377
4792,5127.44,5486.3608,5870.406056,6281.33448,5511.508267,3582.480374
6617,7080.19,7575.8033,8106.109531,8673.537198,7610.528006,4946.843204
9497,10161.79,10873.1153,11634.23337,12448.62971,10922.95368,7099.919889
1853,1982.71,2121.4997,2270.004679,2428.905007,2131.223877,1385.29552
3645,3900.15,4173.1605,4465.281735,4777.851456,4192.288738,2724.98768
7681,8218.67,8793.9769,9409.555283,10068.22415,8834.285267,5742.285424
5641,6035.87,6458.3809,6910.467563,7394.200292,6487.983751,4217.189438
5111,5468.77,5851.5839,6261.194773,6699.478407,5878.405416,3820.96352
6718,7188.26,7691.4382,8229.838874,8805.927595,7726.692934,5022.350407
6775,7249.25,7756.6975,8299.666325,8880.642968,7792.251359,5064.963383
9335,9988.45,10687.6415,11435.77641,12236.28075,10736.62973,6978.809326
8014,8574.98,9175.2286,9817.494602,10504.71922,9217.284485,5991.234915
9694,10372.58,11098.6606,11875.56684,12706.85652,11149.53279,7247.196315
5712,6111.84,6539.6688,6997.445616,7487.266809,6569.644245,4270.268759
4078,4363.46,4668.9022,4995.725354,5345.426129,4690.302737,3048.696779
4392,4699.44,5028.4008,5380.388856,5757.016076,5051.449146,3283.441945
1365,1460.55,1562.7885,1672.183695,1789.236554,1569.95175,1020.468637
5664,6060.48,6484.7136,6938.643552,7424.348601,6514.437151,4234.384148
3476,3719.32,3979.6724,4258.249468,4556.326931,3997.91376,2598.643944
2301,2462.07,2634.4149,2818.823943,3016.141619,2646.490092,1720.21856
3119,3337.33,3570.9431,3820.909117,4088.372755,3587.310994,2331.752146
8381,8967.67,9595.4069,10267.08538,10985.78136,9639.388729,6265.602674
1839,1967.73,2105.4711,2252.854077,2410.553862,2115.121808,1374.829175
2988,3197.16,3420.9612,3660.428484,3916.658478,3436.641632,2233.817061
2566,2745.62,2937.8134,3143.460338,3363.502562,2951.27926,1918.331519
4252,4549.64,4868.1148,5208.882836,5573.504635,4890.428454,3178.778495
3249,3476.43,3719.7801,3980.164707,4258.776236,3736.830209,2428.939636
7783,8327.81,8910.7567,9534.509669,10201.92535,8951.600343,5818.540223
6849,7328.43,7841.4201,8390.319507,8977.641872,7877.362296,5120.285492
6075,6500.25,6955.2675,7442.136225,7963.085761,6987.147897,4541.646133
6805,7281.35,7791.0445,8336.417615,8919.966848,7826.755793,5087.391265
5398,5775.86,6180.1702,6612.782114,7075.676862,6208.497835,4035.523593
8793,9408.51,10067.1057,10771.8031,11525.82932,10113.24962,6573.612255
5436,5816.52,6223.6764,6659.333748,7125.48711,6252.203452,4063.932244
7777,8321.39,8903.8873,9527.159411,10194.06057,8944.699456,5814.054647
1238,1324.66,1417.3862,1516.603234,1622.76546,1423.882979,925.5239363
2141,2290.87,2451.2309,2622.817063,2806.414257,2462.466444,1600.603189
2655,2840.85,3039.7095,3252.489165,3480.163407,3053.642414,1984.867569
4270,4568.9,4888.723,5230.93361,5597.098963,4911.131115,3192.235224
3976,4254.32,4552.1224,4870.770968,5211.724936,4572.987661,2972.441979
9327,9979.89,10678.4823,11425.97606,12225.79439,10727.42855,6972.828557
8529,9126.03,9764.8521,10448.39175,11179.77917,9809.610603,6376.246892
8573,9173.11,9815.2277,10502.29364,11237.45419,9860.217107,6409.141119
7229,7735.03,8276.4821,8855.835847,9475.744356,8314.418461,5404.371999
2530,2707.1,2896.597,3099.35879,3316.313905,2909.873939,1891.41806
5917,6331.19,6774.3733,7248.579431,7755.979991,6805.424544,4423.525954
7797,8342.79,8926.7853,9551.660271,10220.27649,8967.702412,5829.006568
6822,7299.54,7810.5078,8357.243346,8942.25038,7846.308305,5100.100398
2084,2229.88,2385.9716,2552.989612,2731.698885,2396.908019,1557.990213
5721,6121.47,6549.9729,7008.471003,7499.063973,6579.995575,4276.997124
7067,7561.69,8091.0083,8657.378881,9263.395403,8128.094517,5283.261436
8785,9399.95,10057.9465,10762.00276,11515.34295,10104.04844,6567.631486
8884,9505.88,10171.2916,10883.28201,11645.11175,10217.91307,6641.643497
5191,5554.37,5943.1759,6359.198213,6804.342088,5970.41724,3880.771206
3036,3248.52,3475.9164,3719.230548,3979.576686,3491.848727,2269.701672
8374,8960.18,9587.3926,10258.51008,10976.60579,9631.337694,6260.369501
5672,6069.04,6493.8728,6948.443896,7434.834969,6523.638333,4240.364916
4053,4336.71,4640.2797,4965.099279,5312.656229,4661.549042,3030.006877
9847,10536.29,11273.8303,12062.99842,12907.40831,11325.50541,7361.578514
7655,8190.85,8764.2095,9377.704165,10034.14346,8804.381424,5722.847926
8732,9343.24,9997.2668,10697.07548,11445.87076,10043.09061,6528.008895
4138,4427.66,4737.5962,5069.227934,5424.073889,4759.311605,3093.552543
5919,6333.33,6776.6631,7251.029517,7758.601583,6807.72484,4425.021146
7586,8117.02,8685.2114,9293.176198,9943.698532,8725.021226,5671.263797
6165,6596.55,7058.3085,7552.390095,8081.057402,7090.661199,4608.92978
8403,8991.21,9620.5947,10294.03633,11014.61887,9664.69198,6282.049787
1030,1102.1,1179.247,1261.79429,1350.11989,1184.652236,770.0239534
6894,7376.58,7892.9406,8445.446442,9036.627693,7929.118947,5153.927316
7026,7517.82,8044.0674,8607.152118,9209.652766,8080.938457,5252.609997
3700,3959,4236.13,4532.6591,4849.945237,4255.546867,2766.105464
7097,7593.79,8125.3553,8694.130171,9302.719283,8162.598951,5305.689318
1793,1918.51,2052.8057,2196.502099,2350.257246,2062.215009,1340.439756
4362,4667.34,4994.0538,5343.637566,5717.692196,5016.944712,3261.014063
2468,2640.76,2825.6132,3023.406124,3235.044553,2838.564775,1845.067104
964,1031.48,1103.6836,1180.941452,1263.607354,1108.742481,720.6826127
1974,2112.18,2260.0326,2418.234882,2587.511324,2270.391761,1475.754645
7220,7725.4,8266.178,8844.81046,9463.947192,8304.06713,5397.643635
1553,1661.71,1778.0297,1902.491779,2035.666204,1786.179537,1161.016699
5700,6099,6525.93,6982.7451,7471.537257,6555.842471,4261.297606
8012,8572.84,9172.9388,9815.044516,10502.09763,9214.98419,5989.739723
5470,5852.9,6262.603,6700.98521,7170.054175,6291.308477,4089.35051
5926,6340.82,6784.6774,7259.604818,7767.777155,6815.775875,4430.254319
6741,7212.87,7717.7709,8258.014863,8836.075903,7753.146333,5039.545117
3762,4025.34,4307.1138,4608.611766,4931.21459,4326.856031,2812.45642
3008,3218.56,3443.8592,3684.929344,3942.874398,3459.644588,2248.768982
8776,9390.32,10047.6424,10750.97737,11503.54578,10093.69711,6560.903122
1658,1774.06,1898.2442,2031.121294,2173.299785,1906.945056,1239.514286
874,935.18,1000.6426,1070.687582,1145.635713,1005.229179,653.3989663
4514,4829.98,5168.0786,5529.844102,5916.933189,5191.767178,3374.648666
3551,3799.57,4065.5399,4350.127693,4654.636632,4084.174845,2654.713649
7027,7518.89,8045.2123,8608.377161,9210.963562,8082.088605,5253.357593
7110,7607.7,8140.239,8710.05573,9319.759631,8177.550872,5315.408067
1919,2053.33,2197.0631,2350.857517,2515.417543,2207.133632,1434.636861
4537,4854.59,5194.4113,5558.020091,5947.081497,5218.220578,3391.843375
8982,9610.74,10283.4918,11003.33623,11773.56976,10330.62756,6714.907912
5940,6355.8,6800.706,7276.75542,7786.128299,6831.877944,4440.720664
4016,4297.12,4597.9184,4919.772688,5264.156776,4618.993573,3002.345822
7312,7823.84,8371.5088,8957.514416,9584.540425,8409.880728,5466.422473
6783,7257.81,7765.8567,8309.466669,8891.129336,7801.452541,5070.944152
2245,2402.15,2570.3005,2750.221535,2942.737042,2582.081815,1678.35318
2707,2896.49,3099.2443,3316.191401,3548.324799,3113.4501,2023.742565
2748,2940.36,3146.1852,3366.418164,3602.067435,3160.60616,2054.394004
8620,9223.4,9869.038,10559.87066,11299.06161,9914.274053,6444.278135
8955,9581.85,10252.5795,10970.26007,11738.17827,10299.57357,6694.722818
7499,8023.93,8585.6051,9186.597457,9829.659279,8624.958367,5606.222939
9557,10225.99,10941.8093,11707.73595,12527.27747,10991.96254,7144.775653
3665,3921.55,4196.0585,4489.782595,4804.067377,4215.291694,2739.939601
1146,1226.22,1312.0554,1403.899278,1502.172227,1318.069381,856.7450977
2635,2819.45,3016.8115,3227.988305,3453.947486,3030.639458,1969.915648
1267,1355.69,1450.5883,1552.129481,1660.778545,1457.237265,947.2042223
6881,7362.67,7878.0569,8429.520883,9019.587345,7914.167026,5144.208567
9431,10091.17,10797.5519,11553.38053,12362.11717,10847.04392,7050.578548
4924,5268.68,5637.4876,6032.111732,6454.359553,5663.327777,3681.163055
3787,4052.09,4335.7363,4639.237841,4963.98449,4355.609726,2831.146322
9726,10406.82,11135.2974,11914.76822,12748.80199,11186.33752,7271.119389
2265,2423.55,2593.1985,2774.722395,2968.952963,2605.084772,1693.305101
7048,7541.36,8069.2552,8634.103064,9238.490278,8106.241708,5269.057111
3004,3214.28,3439.2796,3680.029172,3937.631214,3455.043997,2245.778598
6974,7462.18,7984.5326,8543.449882,9141.491374,8021.130771,5213.735001
7726,8266.82,8845.4974,9464.682218,10127.20997,8886.041918,5775.927247
2772,2966.04,3173.6628,3395.819196,3633.52654,3188.209707,2072.33631
1626,1739.82,1861.6074,1991.919918,2131.354312,1870.140326,1215.591212
6575,7035.25,7527.7175,8054.657725,8618.483766,7562.221798,4915.444169
1423,1522.61,1629.1927,1743.236189,1865.262722,1636.660322,1063.829209
3798,4063.86,4348.3302,4652.713314,4978.403246,4368.261352,2839.369879
1155,1235.85,1322.3595,1414.924665,1513.969392,1328.420711,863.4734624
6423,6872.61,7353.6927,7868.451189,8419.242772,7387.399332,4801.809566
979,1047.53,1120.8571,1199.317097,1283.269294,1125.994698,731.8965538
3736,3997.52,4277.3464,4576.760648,4897.133893,4296.952188,2793.018922
1716,1836.12,1964.6484,2102.173788,2249.325953,1973.653628,1282.874858
980,1048.6,1122.002,1200.54214,1284.58009,1127.144846,732.6441499
3988,4267.16,4565.8612,4885.471484,5227.454488,4586.789434,2981.413132
6801,7277.07,7786.4649,8331.517443,8914.723664,7822.155201,5084.400881
6983,7471.81,7994.8367,8554.475269,9153.288538,8031.482101,5220.463366
4824,5161.68,5522.9976,5909.607432,6323.279952,5548.312997,3606.403448
3882,4153.74,4444.5018,4755.616926,5088.510111,4464.873767,2902.167949
2899,3101.93,3319.0651,3551.399657,3799.997633,3334.278478,2167.281011
6984,7472.88,7995.9816,8555.700312,9154.599334,8032.632249,5221.210962
6072,6497.04,6951.8328,7438.461096,7959.153373,6983.697454,4539.403345
4325,4627.75,4951.6925,5298.310975,5669.192743,4974.389244,3233.353008
1751,1873.57,2004.7199,2145.050293,2295.203814,2013.908801,1309.040721
6859,7339.13,7852.8691,8402.569937,8990.749833,7888.863774,5127.761453
5573,5963.11,6380.5277,6827.164639,7305.066164,6409.773701,4166.352905
7036,7528.52,8055.5164,8619.402548,9222.760726,8092.439935,5260.085958
1087,1163.09,1244.5063,1331.621741,1424.835263,1250.210661,812.6369295
1189,1272.23,1361.2861,1456.576127,1558.536456,1367.525737,888.8917288
7353,7867.71,8418.4497,9007.741179,9638.283062,8457.036788,5497.073912
2567,2746.69,2938.9583,3144.685381,3364.813358,2952.429408,1919.079115
3304,3535.28,3782.7496,4047.542072,4330.870017,3800.088338,2470.05742
6273,6712.11,7181.9577,7684.694739,8222.623371,7214.877162,4689.670155
2386,2553.02,2731.7314,2922.952598,3127.55928,2744.252656,1783.764226
4299,4599.93,4921.9251,5266.459857,5635.112047,4944.485401,3213.915511
7371,7886.97,8439.0579,9029.791953,9661.87739,8477.739449,5510.530642
7711,8250.77,8828.3239,9446.306573,10107.54803,8868.789701,5764.713306
8933,9558.31,10227.3917,10943.30912,11709.34076,10274.27032,6678.275705
1120,1198.4,1282.288,1372.04816,1468.091531,1288.165538,837.3075999
5315,5687.05,6085.1435,6511.103545,6966.880793,6113.035568,3973.473119
5362,5737.34,6138.9538,6568.680566,7028.488206,6167.092514,4008.610134
9298,9948.86,10645.2802,11390.44981,12187.7813,10694.07426,6951.148271
6659,7125.13,7623.8891,8157.561337,8728.590631,7658.834214,4978.242239
3710,3969.7,4247.579,4544.90953,4863.053197,4267.048345,2773.581425
7722,8262.54,8840.9178,9459.782046,10121.96679,8881.441327,5772.936863
5582,5972.74,6390.8318,6838.190026,7316.863328,6420.125031,4173.08127
1126,1204.82,1289.1574,1379.398418,1475.956307,1295.066425,841.7931763
7215,7720.05,8260.4535,8838.685245,9457.393212,8298.316391,5393.905654
8398,8985.86,9614.8702,10287.91111,11008.06489,9658.941241,6278.311807
3225,3450.75,3692.3025,3950.763675,4227.317132,3709.226661,2410.99733
3995,4274.65,4573.8755,4894.046785,5236.63006,4594.840469,2986.646305
1905,2038.35,2181.0345,2333.706915,2497.066399,2191.031563,1424.170516
2761,2954.27,3161.0689,3382.343723,3619.107784,3175.558081,2064.112753
8412,9000.84,9630.8988,10305.06172,11026.41604,9675.04331,6288.778152
4075,4360.25,4665.4675,4992.050225,5341.493741,4686.852293,3046.453991
6025,6446.75,6898.0225,7380.884075,7897.54596,6929.640507,4504.26633
3808,4074.56,4359.7792,4664.963744,4991.511206,4379.76283,2846.84584
5126,5484.82,5868.7574,6279.570418,6719.140347,5895.657633,3832.177461
3744,4006.08,4286.5056,4586.560992,4907.620261,4306.153371,2798.999691
6048,6471.36,6924.3552,7409.060064,7927.694268,6956.093906,4521.461039
8216,8791.12,9406.4984,10064.95329,10769.50002,9449.614341,6142.249322
1362,1457.34,1559.3538,1668.508566,1785.304166,1566.501306,1018.225849
7523,8049.61,8613.0827,9215.998489,9861.118383,8652.561914,5624.165244
6241,6677.87,7145.3209,7645.493363,8180.677898,7178.072432,4665.747081
937,1002.59,1072.7713,1147.865291,1228.215861,1077.68849,700.4975188
3046,3259.22,3487.3654,3731.480978,3992.684646,3503.350205,2277.177633
1451,1552.57,1661.2499,1777.537393,1901.965011,1668.864461,1084.761899
1539,1646.73,1762.0011,1885.341177,2017.315059,1770.077467,1150.550354
8633,9237.31,9883.9217,10575.79622,11316.10195,9929.225975,6453.996884
4581,4901.67,5244.7869,5611.921983,6004.756522,5268.827081,3424.737603
8406,8994.42,9624.0294,10297.71146,11018.55126,9668.142424,6284.292575
8780,9394.6,10052.222,10755.87754,11508.78897,10098.2977,6563.893506
3399,3636.93,3891.5151,4163.921157,4455.395638,3909.352379,2541.079046
3456,3697.92,3956.7744,4233.748608,4530.111011,3974.910804,2583.692022
5758,6161.06,6592.3342,7053.797594,7547.563426,6622.551044,4304.658179
4151,4441.57,4752.4799,5085.153493,5441.114238,4774.263526,3103.271292
6724,7194.68,7698.3076,8237.189132,8813.792371,7733.593821,5026.835983
6864,7344.48,7858.5936,8408.695152,8997.303813,7894.614513,5131.499433
4100,4387,4694.09,5022.6763,5374.263641,4715.605988,3065.143892
9229,9875.03,10566.2821,11305.92185,12097.33638,10614.71406,6899.564142
9873,10564.11,11303.5977,12094.84954,12941.48901,11355.40925,7381.016012
6158,6589.06,7050.2942,7543.814794,8071.88183,7082.610165,4603.696607
3220,3445.4,3686.578,3944.63846,4220.763152,3703.475922,2407.25935
9785,10469.95,11202.8465,11987.04576,12826.13896,11254.19624,7315.227558
8616,9219.12,9864.4584,10554.97049,11293.81842,9909.673462,6441.28775
9372,10028.04,10730.0028,11481.103,12284.78021,10779.1852,7006.47038
9583,10253.81,10971.5767,11739.58707,12561.35816,11021.86639,7164.213151
5636,6030.52,6452.6564,6904.342348,7387.646312,6482.233012,4213.451458
3716,3976.12,4254.4484,4552.259788,4870.917973,4273.949232,2778.067001
8686,9294.02,9944.6014,10640.7235,11385.57414,9990.183808,6493.619475
2669,2855.83,3055.7381,3269.639767,3498.514551,3069.744484,1995.333914
2544,2722.08,2912.6256,3116.509392,3334.665049,2925.976008,1901.884405
2967,3174.69,3396.9183,3634.702581,3889.131762,3412.488529,2218.117544
5658,6054.06,6477.8442,6931.293294,7416.483825,6507.536264,4229.898571
4746,5078.22,5433.6954,5814.054078,6221.037863,5458.601468,3548.090954
4960,5307.2,5678.704,6076.21328,6501.54821,5704.733098,3708.076514
6106,6533.42,6990.7594,7480.112558,8003.720437,7022.802479,4564.821611
9302,9953.14,10649.8598,11395.34999,12193.02449,10698.67485,6954.138655
2777,2971.39,3179.3873,3401.944411,3640.08052,3193.960446,2076.07429
8598,9199.86,9843.8502,10532.91971,11270.22409,9888.970802,6427.831021
1409,1507.63,1613.1641,1726.085587,1846.911578,1620.558253,1053.362864
9636,10310.52,11032.2564,11804.51435,12630.83035,11082.82422,7203.835743
845,904.15,967.4405,1035.161335,1107.622628,971.8748927,631.7186802
5445,5826.15,6233.9805,6670.359135,7137.284274,6262.554782,4070.660608
8503,9098.21,9735.0847,10416.54063,11145.69847,9779.70676,6356.809394
6083,6508.81,6964.4267,7451.936569,7973.572129,6996.34908,4547.626902
9370,10025.9,10727.713,11478.65291,12282.15861,10776.8849,7004.975188
3746,4008.22,4288.7954,4589.011078,4910.241853,4308.453666,2800.494883
3813,4079.91,4365.5037,4671.088959,4998.065186,4385.513569,2850.58382
6178,6610.46,7073.1922,7568.315654,8098.09775,7105.613121,4618.648528
2835,3033.45,3245.7915,3472.996905,3716.106688,3260.669019,2119.434862
6215,6650.05,7115.5535,7613.642245,8146.597202,7148.168589,4646.309583
7441,7961.87,8519.2009,9115.544963,9753.63311,8558.249795,5562.862367
8856,9475.92,10139.2344,10848.98081,11608.40946,10185.70893,6620.710807
1935,2070.45,2215.3815,2370.458205,2536.390279,2225.535997,1446.598398
6919,7403.33,7921.5631,8476.072517,9069.397593,7957.872642,5172.617217
7993,8552.51,9151.1857,9791.768699,10477.19251,9193.131381,5975.535398
4462,4774.34,5108.5438,5466.141866,5848.771797,5131.959493,3335.77367
7221,7726.47,8267.3229,8846.035503,9465.257988,8305.217278,5398.391231
3729,3990.03,4269.3321,4568.185347,4887.958321,4288.901154,2787.78575
9951,10647.57,11392.8999,12190.40289,13043.7311,11445.12078,7439.328506
8913,9536.91,10204.4937,10918.80826,11683.12484,10251.26736,6663.323783
4630,4954.1,5300.887,5671.94909,6068.985526,5325.184323,3461.36981
